KOR,MATH,GRADE 
99,53,A
31,40,C
81,94,A
42,41,B
19,17,C
32,93,B
83,31,B
54,34,B
39,33,C
63,17,B
56,69,B
19,15,C
67,18,B
48,25,C
85,92,A
17,73,B
44,61,B
73,79,A
73,11,B
41,69,B
68,83,A
74,45,B
84,75,A
55,95,A
70,88,A
15,77,B
98,24,B
97,90,A
62,53,B
24,38,C
15,95,B
93,18,B
78,20,B
63,48,B
31,97,B
14,74,B
20,66,B
87,13,B
86,77,A
19,39,C
19,67,B
63,78,A
58,58,B
78,82,A
27,91,B
55,29,B
71,95,A
59,72,B
72,91,A
42,63,B
98,54,A
41,33,C
57,59,B
81,98,A
51,14,C
20,74,B
57,60,B
93,49,A
14,87,B
44,46,B
37,79,B
85,89,A
99,66,A
64,69,B
32,62,B
39,22,C
10,47,C
60,64,B
80,14,B
36,20,C
94,55,A
11,20,C
75,18,B
59,54,B
26,39,C
34,97,B
82,55,B
33,14,C
30,19,C
15,20,C
30,72,B
91,87,A
76,30,B
71,70,A
18,79,B
27,87,B
47,77,B
45,78,B
93,66,A
36,39,C
20,72,B
64,33,B
93,41,B
86,34,B
25,87,B
54,33,B
70,77,A
77,86,A
41,46,B
28,88,B
43,79,B
16,37,C
13,65,C
66,88,A
68,51,B
11,13,C
48,23,C
92,19,B
63,32,B
78,45,B
94,48,A
34,87,B
87,74,A
86,72,A
99,30,B
14,67,B
54,76,B
87,37,B
43,86,B
22,61,B
43,53,B
60,13,C
90,30,B
97,81,A
82,13,B
27,41,C
54,57,B
64,78,A
28,28,C
23,54,C
70,52,B
51,21,C
13,71,B
100,62,A
84,86,A
35,14,C
65,94,A
65,76,A
48,99,A
97,53,A
78,99,A
83,15,B
12,60,C
44,35,C
59,16,C
68,49,B
89,67,A
50,100,A
83,81,A
24,19,C
24,86,B
47,39,B
68,27,B
32,39,C
81,56,B
15,17,C
53,46,B
51,28,C
18,80,B
52,37,B
14,76,B
37,76,B
32,76,B
21,59,B
48,23,C
55,19,C
17,46,C
31,50,B
51,82,B
93,67,A
58,29,B
96,20,B
67,79,A
74,11,B
67,55,B
47,27,C
94,89,A
90,49,B
25,33,C
28,46,C
81,68,A
28,49,C
19,21,C
87,29,B
84,86,A
68,13,B
38,100,B
13,50,C
71,61,B
91,62,A
37,44,B
51,78,B
48,50,B
49,35,B
11,88,B
96,96,A
30,69,B
10,86,B
30,35,C
22,54,C
53,38,B
95,26,B
61,54,B
43,21,C
18,53,C
80,99,A
24,51,C
54,41,B
36,43,C
88,92,A
33,29,C
13,32,C
83,52,B
94,40,B
56,11,C
24,97,B
62,79,A
52,67,B
61,50,B
23,55,C
64,50,B
70,68,B
97,30,B
79,26,B
59,82,A
91,40,B
31,23,C
65,77,A
88,10,B
34,83,B
97,92,A
53,14,C
38,99,B
79,40,B
94,30,B
54,46,B
81,22,B
46,73,B
20,69,B
21,94,B
32,50,B
99,25,B
72,100,A
69,72,A
26,66,B
21,45,C
91,17,B
13,75,B
98,44,A
29,27,C
66,49,B
69,88,A
75,20,B
49,34,B
54,60,B
42,95,B
97,24,B
60,41,B
75,15,B
20,17,C
27,11,C
16,18,C
12,61,C
74,59,B
54,62,B
99,91,A
57,43,B
99,65,A
69,61,B
28,35,C
51,65,B
27,23,C
35,90,B
78,67,A
70,33,B
96,34,B
28,62,B
51,41,B
29,62,B
41,88,B
48,66,B
39,77,B
11,99,B
17,53,C
34,95,B
56,31,B
25,48,C
23,98,B
15,40,C
39,31,C
21,43,C
80,12,B
34,94,B
95,94,A
26,58,B
23,15,C
27,88,B
29,42,C
41,89,B
46,12,C
96,48,A
89,57,A
73,33,B
34,11,C
16,70,B
19,83,B
63,63,B
33,43,C
85,28,B
58,94,A
78,68,A
52,35,B
82,38,B
40,43,B
93,37,B
28,92,B
48,82,B
33,43,C
92,49,A
58,13,C
55,82,B
11,81,B
40,10,C
55,51,B
51,33,B
45,39,B
98,39,B
44,88,B
42,91,B
53,20,C
35,48,B
56,87,A
47,34,B
72,52,B
18,100,B
67,41,B
80,83,A
15,88,B
62,100,A
83,63,A
82,86,A
92,46,B
46,44,B
26,52,C
66,39,B
83,56,B
46,84,B
82,12,B
55,12,C
29,73,B
28,70,B
86,54,A
45,34,C
54,79,B
36,69,B
57,73,B
36,100,B
54,31,B
15,11,C
74,35,B
50,93,A
37,33,C
40,65,B
80,55,B
32,97,B
77,50,B
44,96,A
42,88,B
100,17,B
66,87,A
94,57,A
25,32,C
23,84,B
72,95,A
87,74,A
16,13,C
24,97,B
94,100,A
60,73,B
60,94,A
31,86,B
24,34,C
29,24,C
83,23,B
20,56,C
72,45,B
79,46,B
18,31,C
40,77,B
59,58,B
90,44,B
93,42,B
27,65,B
95,46,A
40,33,C
33,61,B
41,75,B
77,48,B
54,41,B
92,27,B
88,40,B
88,61,A
81,24,B
58,32,B
49,14,C
61,78,B
15,32,C
84,38,B
13,41,C
23,13,C
82,78,A
91,26,B
45,56,B
39,62,B
90,83,A
48,21,C
69,44,B
39,98,B
99,33,B
84,41,B
36,37,C
11,20,C
56,46,B
73,14,B
11,38,C
78,16,B
27,13,C
97,37,B
82,63,A
96,95,A
12,48,C
88,100,A
74,69,A
13,100,B
71,48,B
34,71,B
25,85,B
78,70,A
85,73,A
99,47,A
81,56,B
22,64,B
38,33,C
86,48,B
55,78,B
87,82,A
58,45,B
95,31,B
31,20,C
87,22,B
76,79,A
23,51,C
20,82,B
28,25,C
67,82,A
65,81,A
99,38,B
90,68,A
80,35,B
66,74,A
18,54,C
23,91,B
15,50,C
35,96,B
22,19,C
48,68,B
99,25,B
61,12,C
74,91,A
58,13,C
22,43,C
12,55,C
36,18,C
78,69,A
39,12,C
30,62,B
44,17,C
41,26,C
48,67,B
36,56,B
33,71,B
33,49,B
16,65,B
70,79,A
28,86,B
99,88,A
44,26,C
73,85,A
18,59,C
89,95,A
61,29,B
82,98,A
64,53,B
83,51,B
53,23,C
27,36,C
63,96,A
47,20,C
97,74,A
48,93,A
43,78,B
36,30,C
17,47,C
25,19,C
16,41,C
42,23,C
42,41,B
40,19,C
73,41,B
78,98,A
70,63,B
17,49,C
68,85,A
82,63,A
37,26,C
35,99,B
60,49,B
78,76,A
43,75,B
26,85,B
48,43,B
48,87,B
10,22,C
22,39,C
72,57,B
27,96,B
24,63,B
68,100,A
81,82,A
78,37,B
16,61,C
45,94,B
99,22,B
27,28,C
45,87,B
50,29,C
64,98,A
46,49,B
48,59,B
60,70,B
37,97,B
21,76,B
52,75,B
74,70,A
77,64,A
82,66,A
90,64,A
34,75,B
56,14,C
35,30,C
31,61,B
66,78,A
70,88,A
64,82,A
30,70,B
81,13,B
31,81,B
82,74,A
64,59,B
74,12,B
73,66,B
61,23,B
76,73,A
59,18,C
51,41,B
19,50,C
51,66,B
74,90,A
56,60,B
61,57,B
45,47,B
36,48,B
65,32,B
41,56,B
38,39,C
63,92,A
79,48,B
58,22,B
41,100,A
76,91,A
49,63,B
99,57,A
71,92,A
18,57,C
30,98,B
43,39,B
10,83,B
60,12,C
13,97,B
12,55,C
84,52,B
86,22,B
56,97,A
23,88,B
19,88,B
25,85,B
82,57,B
15,42,C
50,18,C
19,57,C
64,67,B
70,97,A
17,69,B
46,58,B
92,83,A
47,28,C
65,46,B
84,14,B
75,77,A
14,51,C
87,63,A
33,91,B
60,13,C
33,12,C
42,30,C
12,100,B
97,64,A
73,70,A
13,48,C
100,36,B
68,58,B
24,52,C
13,90,B
18,23,C
93,13,B
61,39,B
42,35,C
35,43,C
67,57,B
100,51,A
50,86,B
88,82,A
47,59,B
12,100,B
55,49,B
21,24,C
96,11,B
61,86,A
29,59,B
57,42,B
61,55,B
98,54,A
66,14,B
94,98,A
70,24,B
10,51,C
36,30,C
44,31,C
49,91,A
88,51,B
51,87,B
70,92,A
27,71,B
90,68,A
19,67,B
89,43,B
82,70,A
95,28,B
30,29,C
67,19,B
70,40,B
72,89,A
92,79,A
54,10,C
22,60,B
69,28,B
34,98,B
76,76,A
30,77,B
55,95,A
74,96,A
29,71,B
56,70,B
89,59,A
26,66,B
87,22,B
42,68,B
44,73,B
83,41,B
59,78,B
22,28,C
74,67,A
86,81,A
42,43,B
56,42,B
44,24,C
42,31,C
50,65,B
31,84,B
88,19,B
21,46,C
39,73,B
75,85,A
100,60,A
95,86,A
54,23,C
96,28,B
93,44,B
27,88,B
24,48,C
74,47,B
87,52,B
11,49,C
65,28,B
65,93,A
86,63,A
17,81,B
83,71,A
79,48,B
72,77,A
14,76,B
50,29,C
51,49,B
43,68,B
52,97,A
17,44,C
36,60,B
16,72,B
100,23,B
26,25,C
49,55,B
92,74,A
82,18,B
96,50,A
45,26,C
100,85,A
99,75,A
50,74,B
96,45,A
55,80,B
38,32,C
40,95,B
54,53,B
51,58,B
12,23,C
17,62,C
53,90,A
42,21,C
66,98,A
29,53,B
79,51,B
71,99,A
93,59,A
97,34,B
65,81,A
11,39,C
32,37,C
84,62,A
40,45,B
24,40,C
20,85,B
84,93,A
53,10,C
100,99,A
81,68,A
43,23,C
71,46,B
19,64,B
72,95,A
80,54,B
83,20,B
27,42,C
90,27,B
63,46,B
64,77,A
90,67,A
35,26,C
29,14,C
12,29,C
43,94,B
29,43,C
29,65,B
24,20,C
74,32,B
54,63,B
86,53,B
91,80,A
57,29,B
52,75,B
28,16,C
37,48,B
15,89,B
66,47,B
82,82,A
62,100,A
74,21,B
63,41,B
63,37,B
96,29,B
50,59,B
19,16,C
51,24,C
33,23,C
34,96,B
54,99,A
63,44,B
81,51,B
24,64,B
50,90,A
76,43,B
92,80,A
23,93,B
50,21,C
68,94,A
12,48,C
76,39,B
96,27,B
28,13,C
92,61,A
69,99,A
41,66,B
60,33,B
76,58,B
61,66,B
53,48,B
12,38,C
17,65,B
93,37,B
36,18,C
90,95,A
28,51,C
33,40,C
38,45,B
30,42,C
89,12,B
28,29,C
38,99,B
65,89,A
46,64,B
27,84,B
32,70,B
51,38,B
74,86,A
72,30,B
58,11,C
15,37,C
34,84,B
67,28,B
77,84,A
41,57,B
92,66,A
20,32,C
23,81,B
89,32,B
12,46,C
68,39,B
71,46,B
52,94,A
18,18,C
68,12,B
99,97,A
80,66,A
92,59,A
17,40,C
88,76,A
44,18,C
35,68,B
19,84,B
99,52,A
27,45,C
43,76,B
62,37,B
17,16,C
85,95,A
20,64,B
12,17,C
93,69,A
97,100,A
99,85,A
94,97,A
66,69,B
51,38,B
71,77,A
54,46,B
78,46,B
95,91,A
77,42,B
88,39,B
39,25,C
96,67,A
87,60,A
12,39,C
82,90,A
56,42,B
81,10,B
75,77,A
53,31,B
76,53,B
13,41,C
64,25,B
44,82,B
86,22,B
32,12,C
38,11,C
80,17,B
60,28,B
11,46,C
13,31,C
32,69,B
71,89,A
61,22,B
16,76,B
94,39,B
93,28,B
44,63,B
50,74,B
36,14,C
24,45,C
90,50,A
38,20,C
39,24,C
88,22,B
63,89,A
88,72,A
53,60,B
44,12,C
77,78,A
13,90,B
56,73,B
40,81,B
66,26,B
97,53,A
55,98,A
24,59,B
45,70,B
87,64,A
59,19,C
50,84,B
49,14,C
95,61,A
13,53,C
41,63,B
100,61,A
25,29,C
24,25,C
75,46,B
19,49,C
42,73,B
90,97,A
71,86,A
47,83,B
76,16,B
70,60,B
71,81,A
71,82,A
66,81,A
26,37,C
45,65,B
76,71,A
60,21,B
98,57,A
68,31,B
71,28,B
38,37,C
79,90,A
24,96,B
44,64,B
62,28,B
47,49,B
97,18,B
91,83,A
34,74,B
29,59,B
97,95,A
14,74,B
36,53,B
78,58,B
56,62,B
50,46,B
67,65,B
67,32,B
29,64,B
90,57,A
97,28,B
40,88,B
17,92,B
88,77,A
30,21,C
29,99,B
84,33,B
77,98,A
13,94,B
84,96,A
36,52,B
70,66,B
46,39,B
41,81,B
35,51,B
95,28,B
47,63,B
10,61,C
22,29,C
32,94,B
39,66,B
82,83,A
38,41,C
19,17,C
38,61,B
92,40,B
36,34,C
98,56,A
69,89,A
20,38,C
68,77,A
13,45,C
23,47,C
82,80,A
31,22,C
26,16,C
72,27,B
84,84,A
38,57,B
61,52,B
88,74,A
78,71,A
68,49,B
82,64,A
91,16,B
12,33,C
58,82,A
94,43,B
97,86,A
22,21,C
18,85,B
21,34,C
49,15,C
53,19,C
70,69,B
48,84,B
99,54,A
68,90,A
75,92,A
16,85,B
18,15,C
67,43,B
16,62,C
23,27,C
37,48,B
67,23,B
26,17,C
46,92,B
29,57,B
87,73,A
70,50,B
64,84,A
82,76,A
12,43,C
39,86,B
87,98,A
12,50,C
85,100,A
97,11,B
74,12,B
97,70,A
55,50,B
44,74,B
76,22,B
32,47,C
75,26,B
45,41,B
93,22,B
28,49,C
37,62,B
63,93,A
97,58,A
95,93,A
75,85,A
77,46,B
84,71,A
70,81,A
77,26,B
45,72,B
95,16,B
85,42,B
12,31,C
47,72,B
94,27,B
99,34,B
34,72,B
16,22,C
89,77,A
44,81,B
88,35,B
44,70,B
23,96,B
63,86,A
98,82,A
57,73,B
43,66,B
15,26,C
28,63,B
91,63,A
82,59,A
53,74,B
97,46,A
70,51,B
34,32,C
95,68,A
85,18,B
35,24,C
77,71,A
39,99,B
74,56,B
97,86,A
21,90,B
100,61,A
61,47,B
26,74,B
75,98,A
66,66,B
30,25,C
70,45,B
74,71,A
95,80,A
32,81,B
59,15,C
16,76,B
63,53,B
100,42,A
15,56,C
43,74,B
70,11,B
41,22,C
80,46,B
38,67,B
79,66,A
100,74,A
32,40,C
23,75,B
22,79,B
33,87,B
66,58,B
57,88,A
68,24,B
19,92,B
85,90,A
14,97,B
100,58,A
67,75,A
14,29,C
67,90,A
30,60,B
21,78,B
98,70,A
85,30,B
82,26,B
49,33,B
61,57,B
85,69,A
46,84,B
21,30,C
17,88,B
76,99,A
71,60,B
74,80,A
13,34,C
27,12,C
12,57,C
16,83,B
49,23,C
80,33,B
66,39,B
96,98,A
27,94,B
94,48,A
61,57,B
93,98,A
99,60,A
73,87,A
82,36,B
62,20,B
95,89,A
98,42,A
57,46,B
80,11,B
50,59,B
90,31,B
100,46,A
54,59,B
33,36,C
95,20,B
14,91,B
65,86,A
48,66,B
56,92,A
91,76,A
87,29,B
72,84,A
12,38,C
49,29,C
92,84,A
11,34,C
10,44,C
26,88,B
79,90,A
20,33,C
73,29,B
33,85,B
84,72,A
14,14,C
52,54,B
48,20,C
90,39,B
65,42,B
43,55,B
50,48,B
14,96,B
30,99,B
78,30,B
56,25,B
96,89,A
56,83,B
81,45,B
79,27,B
41,58,B
26,76,B
96,29,B
61,90,A
59,70,B
82,44,B
88,86,A
95,77,A
48,80,B
64,44,B
95,71,A
67,94,A
10,79,B
50,26,C
51,16,C
18,41,C
29,39,C
17,13,C
94,26,B
34,60,B
55,95,A
75,99,A
31,47,C
67,19,B
37,36,C
76,94,A
99,44,A
75,36,B
29,59,B
62,43,B
71,83,A
77,32,B
97,44,A
96,21,B
70,27,B
77,42,B
26,96,B
82,59,A
12,45,C
75,17,B
42,89,B
86,10,B
14,85,B
46,89,B
60,19,C
90,74,A
21,45,C
50,98,A
58,25,B
95,71,A
19,69,B
44,83,B
87,97,A
44,39,B
71,74,A
94,11,B
68,15,B
89,54,A
50,96,A
66,60,B
52,85,B
55,42,B
70,95,A
81,42,B
27,89,B
90,100,A
61,96,A
33,49,B
36,25,C
59,64,B
54,88,A
62,76,B
59,24,B
14,16,C
73,27,B
62,43,B
60,11,C
28,31,C
23,17,C
25,60,B
83,72,A
95,34,B
38,27,C
36,98,B
75,61,B
93,97,A
33,61,B
70,75,A
11,14,C
37,28,C
50,39,B
53,53,B
97,88,A
51,28,C
65,18,B
65,36,B
23,93,B
96,53,A
36,63,B
33,61,B
79,33,B
32,28,C
100,82,A
42,75,B
33,81,B
36,16,C
80,67,A
37,55,B
28,90,B
16,21,C
89,42,B
51,48,B
38,10,C
83,15,B
43,28,C
21,91,B
91,29,B
78,45,B
79,36,B
11,11,C
13,39,C
58,66,B
16,27,C
54,43,B
43,42,B
68,78,A
32,24,C
97,66,A
96,14,B
78,81,A
10,88,B
50,84,B
14,36,C
82,18,B
59,61,B
23,53,C
71,85,A
30,61,B
72,59,B
68,24,B
75,97,A
98,82,A
91,16,B
92,92,A
57,15,C
76,58,B
12,64,C
86,96,A
20,67,B
81,74,A
37,58,B
39,56,B
99,37,B
64,55,B
20,73,B
48,92,A
67,89,A
20,62,B
56,46,B
45,97,A
75,71,A
86,60,A
20,76,B
83,93,A
34,56,B
43,93,B
29,65,B
30,80,B
19,76,B
80,13,B
59,54,B
53,19,C
86,40,B
70,57,B
72,69,A
55,12,C
19,92,B
16,29,C
36,87,B
98,32,B
100,13,B
50,18,C
98,36,B
36,17,C
21,21,C
81,78,A
55,79,B
88,56,A
18,65,B
71,68,B
69,51,B
76,68,A
11,58,C
28,22,C
84,15,B
36,60,B
46,99,A
68,36,B
11,53,C
10,65,C
60,96,A
20,14,C
21,76,B
89,37,B
88,18,B
62,24,B
10,45,C
11,84,B
78,76,A
61,83,A
45,18,C
34,22,C
70,25,B
86,89,A
74,80,A
16,62,C
54,57,B
53,20,C
69,77,A
20,93,B
32,41,C
97,41,B
55,98,A
93,96,A
26,15,C
10,21,C
56,45,B
55,92,A
71,78,A
58,35,B
45,70,B
39,60,B
60,20,B
92,52,A
67,99,A
65,72,B
19,61,B
22,100,B
55,86,A
98,26,B
70,73,A
86,13,B
94,81,A
71,25,B
82,47,B
94,65,A
10,47,C
79,31,B
56,44,B
99,98,A
31,56,B
47,64,B
10,64,C
66,84,A
20,87,B
85,75,A
52,91,A
44,26,C
88,25,B
75,78,A
46,87,B
64,17,B
96,83,A
89,31,B
14,72,B
74,74,A
65,100,A
91,13,B
30,70,B
18,87,B
78,21,B
69,11,B
35,22,C
33,35,C
63,91,A
45,80,B
47,14,C
13,10,C
19,72,B
29,85,B
36,43,C
13,41,C
19,100,B
85,93,A
80,86,A
31,31,C
21,35,C
13,48,C
32,87,B
82,14,B
100,87,A
76,96,A
79,67,A
24,97,B
90,91,A
75,24,B
71,64,B
26,83,B
17,10,C
22,25,C
72,18,B
73,90,A
38,14,C
91,59,A
59,46,B
96,49,A
29,92,B
64,32,B
92,47,B
93,19,B
42,41,B
61,70,B
33,97,B
11,85,B
79,69,A
12,71,B
15,58,C
54,21,C
96,31,B
39,18,C
80,31,B
36,11,C
95,80,A
76,39,B
38,40,C
27,71,B
51,27,C
16,73,B
47,34,B
21,24,C
49,64,B
36,79,B
61,50,B
32,18,C
38,58,B
56,44,B
55,57,B
12,86,B
41,49,B
41,19,C
85,63,A
94,66,A
14,88,B
69,84,A
58,46,B
99,97,A
65,71,B
42,93,B
39,79,B
88,94,A
85,68,A
43,63,B
10,63,C
82,14,B
42,36,C
21,16,C
61,88,A
86,42,B
78,97,A
41,80,B
49,24,C
18,57,C
27,47,C
45,84,B
35,17,C
85,88,A
40,73,B
44,60,B
62,37,B
25,89,B
62,38,B
47,63,B
74,22,B
54,83,B
94,44,B
47,10,C
39,46,B
62,53,B
40,65,B
45,19,C
86,39,B
90,55,A
90,45,B
82,50,B
74,35,B
39,34,C
69,69,B
17,67,B
88,59,A
90,32,B
34,91,B
86,45,B
98,59,A
79,86,A
49,55,B
17,52,C
51,47,B
85,44,B
54,44,B
26,21,C
64,92,A
77,80,A
42,15,C
63,75,B
68,20,B
43,66,B
33,92,B
21,25,C
54,25,C
63,91,A
64,76,A
75,51,B
92,25,B
53,14,C
84,72,A
67,45,B
39,33,C
71,64,B
79,48,B
93,21,B
82,84,A
84,45,B
71,62,B
12,43,C
14,84,B
26,33,C
57,82,B
85,36,B
60,15,C
33,27,C
53,16,C
12,88,B
54,39,B
76,22,B
45,75,B
48,21,C
80,73,A
46,38,B
61,80,A
62,38,B
30,81,B
86,18,B
99,39,B
70,15,B
48,97,A
96,39,B
93,96,A
44,61,B
46,75,B
82,20,B
98,34,B
35,22,C
16,49,C
81,41,B
26,100,B
86,70,A
37,33,C
82,61,A
98,92,A
74,37,B
91,23,B
90,34,B
48,45,B
89,96,A
26,36,C
35,89,B
59,81,A
21,100,B
53,30,B
66,81,A
90,97,A
68,48,B
43,41,B
44,80,B
78,97,A
73,52,B
20,21,C
13,55,C
61,38,B
35,33,C
29,76,B
72,89,A
17,32,C
13,80,B
60,82,A
31,69,B
78,29,B
34,30,C
90,38,B
28,27,C
31,59,B
20,20,C
47,25,C
80,46,B
19,51,C
28,31,C
53,53,B
72,69,A
97,10,B
65,79,A
86,14,B
35,82,B
48,51,B
38,53,B
88,83,A
95,39,B
11,25,C
11,16,C
12,25,C
21,50,C
26,77,B
52,67,B
85,93,A
18,15,C
16,76,B
72,26,B
75,49,B
46,16,C
89,69,A
81,53,B
14,63,C
62,51,B
65,10,C
15,14,C
26,24,C
74,98,A
14,97,B
55,62,B
93,63,A
69,73,A
32,27,C
75,70,A
28,42,C
66,49,B
78,93,A
84,38,B
51,51,B
36,20,C
22,58,B
47,85,B
67,62,B
32,64,B
96,37,B
54,56,B
20,58,C
16,46,C
44,69,B
84,15,B
66,84,A
82,27,B
63,63,B
53,65,B
98,12,B
14,81,B
59,64,B
85,12,B
87,29,B
63,22,B
94,31,B
24,24,C
37,24,C
10,37,C
60,48,B
63,70,B
11,19,C
47,64,B
47,19,C
64,46,B
84,73,A
52,86,B
36,56,B
67,56,B
93,46,B
79,47,B
78,50,B
89,96,A
89,67,A
23,80,B
55,54,B
60,51,B
49,65,B
15,17,C
28,80,B
61,100,A
76,62,B
11,80,B
58,44,B
25,33,C
58,61,B
30,74,B
45,96,A
36,22,C
92,64,A
19,11,C
10,15,C
19,34,C
28,41,C
95,100,A
65,65,B
74,81,A
89,57,A
19,40,C
58,73,B
35,46,B
66,44,B
21,67,B
16,35,C
95,34,B
14,30,C
50,73,B
84,81,A
31,18,C
20,60,B
37,44,B
72,31,B
61,87,A
64,59,B
27,15,C
23,63,B
61,30,B
70,69,B
47,41,B
18,48,C
99,67,A
92,32,B
58,21,C
63,85,A
66,37,B
97,49,A
52,47,B
65,51,B
26,29,C
27,30,C
22,22,C
99,82,A
12,82,B
81,38,B
12,27,C
89,92,A
26,82,B
23,79,B
29,77,B
75,83,A
12,88,B
31,17,C
41,79,B
15,21,C
72,23,B
96,17,B
79,91,A
67,57,B
19,60,C
88,90,A
58,94,A
86,97,A
35,26,C
18,80,B
39,24,C
76,55,B
91,31,B
44,46,B
54,55,B
19,24,C
31,73,B
84,51,B
64,26,B
39,69,B
54,56,B
47,61,B
27,32,C
45,19,C
88,51,B
25,98,B
61,82,A
51,72,B
20,87,B
18,31,C
72,80,A
29,99,B
35,55,B
44,75,B
40,59,B
16,11,C
20,43,C
36,83,B
34,69,B
51,100,A
29,61,B
34,95,B
43,95,B
74,17,B
88,90,A
31,21,C
94,71,A
97,24,B
48,69,B
72,20,B
95,41,B
37,71,B
84,52,B
26,51,C
42,77,B
75,23,B
65,58,B
79,53,B
40,45,B
19,36,C
12,20,C
15,48,C
100,57,A
83,11,B
95,49,A
76,78,A
20,53,C
94,94,A
59,88,A
45,24,C
46,47,B
19,30,C
100,80,A
29,36,C
62,70,B
34,49,B
39,82,B
39,17,C
34,28,C
26,83,B
66,54,B
43,46,B
53,77,B
32,60,B
59,13,C
76,58,B
44,93,B
27,33,C
39,73,B
39,52,B
80,89,A
17,18,C
42,62,B
39,62,B
16,80,B
67,26,B
18,100,B
51,74,B
83,29,B
44,70,B
87,65,A
42,82,B
19,48,C
51,94,A
33,66,B
19,68,B
30,19,C
95,90,A
18,51,C
10,23,C
90,56,A
14,25,C
15,33,C
71,80,A
16,81,B
62,61,B
14,31,C
70,14,B
18,55,C
51,63,B
65,16,B
89,42,B
53,32,B
20,92,B
48,41,B
68,65,B
55,56,B
99,48,A
43,40,B
52,53,B
82,75,A
18,56,C
90,43,B
18,44,C
97,49,A
75,50,B
80,22,B
34,49,B
26,18,C
73,15,B
19,76,B
95,16,B
33,70,B
88,19,B
46,97,A
48,23,C
61,85,A
88,35,B
98,79,A
35,64,B
49,75,B
75,26,B
66,38,B
38,92,B
88,71,A
26,79,B
32,76,B
24,69,B
49,11,C
35,36,C
94,22,B
55,71,B
98,77,A
63,28,B
96,41,B
91,16,B
74,53,B
63,62,B
62,39,B
89,64,A
44,81,B
86,33,B
87,54,A
67,13,B
73,35,B
81,58,B
63,15,C
31,99,B
67,52,B
65,70,B
48,98,A
75,20,B
20,79,B
86,60,A
10,86,B
20,23,C
10,25,C
53,94,A
91,77,A
20,68,B
24,16,C
76,63,B
98,22,B
42,55,B
85,19,B
33,97,B
27,60,B
58,76,B
67,42,B
79,14,B
79,98,A
28,46,C
31,11,C
35,42,C
12,76,B
66,79,A
19,48,C
83,24,B
20,40,C
20,18,C
84,42,B
20,79,B
58,72,B
81,82,A
97,47,A
77,52,B
22,51,C
77,58,B
70,54,B
91,88,A
53,75,B
25,88,B
63,86,A
92,28,B
59,70,B
17,80,B
41,54,B
49,30,C
44,81,B
38,16,C
37,43,B
40,33,C
71,47,B
89,100,A
54,62,B
38,60,B
19,64,B
28,10,C
29,12,C
49,61,B
77,38,B
66,96,A
79,93,A
93,26,B
61,65,B
13,27,C
88,24,B
71,72,A
95,78,A
42,93,B
45,29,C
24,75,B
87,17,B
71,83,A
54,63,B
14,22,C
25,97,B
50,80,B
27,79,B
30,43,C
10,65,C
75,79,A
47,17,C
30,40,C
29,51,B
64,68,B
29,48,C
15,99,B
38,63,B
62,82,A
86,94,A
29,14,C
49,91,A
42,47,B
44,47,B
95,81,A
74,22,B
82,83,A
19,64,B
36,19,C
68,92,A
82,96,A
76,76,A
91,85,A
96,28,B
60,38,B
55,29,B
45,93,B
82,96,A
89,68,A
93,63,A
13,81,B
11,74,B
21,91,B
10,50,C
96,11,B
64,19,B
67,83,A
70,97,A
36,86,B
62,34,B
93,38,B
60,90,A
25,68,B
26,99,B
51,40,B
13,24,C
87,71,A
50,18,C
98,22,B
91,19,B
56,91,A
29,74,B
53,29,B
58,50,B
24,27,C
62,10,C
36,44,B
43,71,B
82,91,A
18,11,C
58,42,B
23,33,C
94,85,A
82,26,B
59,14,C
10,52,C
48,19,C
75,78,A
24,16,C
76,49,B
10,24,C
26,13,C
82,84,A
67,78,A
82,20,B
98,46,A
68,68,B
66,74,A
54,64,B
33,54,B
40,20,C
78,48,B
29,75,B
92,23,B
11,51,C
30,33,C
37,87,B
53,87,A
60,87,A
36,20,C
80,33,B
41,99,A
33,19,C
47,38,B
13,50,C
19,59,C
46,22,C
44,20,C
78,53,B
79,95,A
67,31,B
52,71,B
34,36,C
57,39,B
59,18,C
91,63,A
27,34,C
25,47,C
33,88,B
97,100,A
15,45,C
98,77,A
73,66,B
19,75,B
32,49,B
47,76,B
77,22,B
17,75,B
18,63,B
64,63,B
99,58,A
69,50,B
15,63,C
24,62,B
16,73,B
24,99,B
91,95,A
95,52,A
33,92,B
38,44,B
88,19,B
68,61,B
16,91,B
27,54,B
32,91,B
73,16,B
41,15,C
10,66,C
45,14,C
63,75,B
66,95,A
58,38,B
45,46,B
42,16,C
35,35,C
15,80,B
28,67,B
83,61,A
90,50,A
45,59,B
73,87,A
28,41,C
72,22,B
76,49,B
62,88,A
67,38,B
84,82,A
83,64,A
81,35,B
82,23,B
43,92,B
30,18,C
27,89,B
59,32,B
53,80,B
93,91,A
62,98,A
68,41,B
73,86,A
39,79,B
25,99,B
29,85,B
35,37,C
18,69,B
21,51,C
92,54,A
40,77,B
89,16,B
46,47,B
12,99,B
61,21,B
60,22,B
90,16,B
22,10,C
96,82,A
97,41,B
90,98,A
38,82,B
67,29,B
69,62,B
75,60,B
43,65,B
31,88,B
16,82,B
30,95,B
93,83,A
22,68,B
24,34,C
44,79,B
65,84,A
93,84,A
78,80,A
45,13,C
96,84,A
50,77,B
21,19,C
94,51,A
31,10,C
56,63,B
